Substance name,EC / List no,CAS no,Status,Submitter,Regulatory programme,Latest update,Link ID,Details
Propyl 4-hydroxybenzoate,202-307-7,94-13-3,Opinion Adopted,Belgium,Chemical registered under REACH,08-Jul-2025,0b0236e180a0afe5,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180a0afe5"" target=""_blank"">Details</a>"
Nitric acid,231-714-2,7697-37-2,Opinion Adopted,Germany,Chemical registered under REACH,08-Jul-2025,0b0236e18326c589,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18326c589"" target=""_blank"">Details</a>"
"N,N-dimethyl-p-toluidine",202-805-4,99-97-8,Opinion Adopted,Germany,Chemical registered under REACH,08-Jul-2025,0b0236e180a1119b,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180a1119b"" target=""_blank"">Details</a>"
Methanol,200-659-6,67-56-1,Opinion Adopted,Italy,Chemical registered under REACH,08-Jul-2025,0b0236e180a0f885,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180a0f885"" target=""_blank"">Details</a>"
Mandipropamid,609-434-0,374726-62-2,Opinion Adopted,Austria,Active substance in Plant Protection Products,08-Jul-2025,0b0236e18ac6d578,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18ac6d578"" target=""_blank"">Details</a>"
hexythiazox (ISO); trans-5-(4-chlorophenyl)-N-cyclohexyl-4-methyl-2-oxo-3-thiazolidine-carboxamide,616-638-3,78587-05-0,Intention,Finland,Active substance in Plant Protection Products,08-Jul-2025,0b0236e180a12be4,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180a12be4"" target=""_blank"">Details</a>"
Dodemorph acetate,250-778-2,31717-87-0,Opinion Adopted,Netherlands,Active substance in Plant Protection Products,08-Jul-2025,0b0236e18068853b,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18068853b"" target=""_blank"">Details</a>"
"disodium 4-amino-6-[[4-(N-(4-((E)-(2,4-diaminophenyl)diazenyl)phenyl)sulfamoyl)phenyl)diazenyl)-5-hydroxy-3-((E)-(4-nitrophenyl)diazenyl)naphthalene-2,7-disulfonate",421-880-6,201792-73-6,Opinion Adopted,Italy,Chemical registered under REACH,08-Jul-2025,0b0236e180a10d22,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180a10d22"" target=""_blank"">Details</a>"
Dimethenamid-P,605-329-9,163515-14-8,Opinion Adopted,Germany,Active substance in Plant Protection Products,08-Jul-2025,0b0236e1806531f1,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1806531f1"" target=""_blank"">Details</a>"
Copper thiocyanate,214-183-1,1111-67-7,Opinion Adopted,France,Active substance in Biocidal Products,08-Jul-2025,0b0236e180657202,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180657202"" target=""_blank"">Details</a>"
Copper dihydroxide,243-815-9,20427-59-2,Opinion Adopted,France,Active substance in Plant Protection Products Active substance in Biocidal Products,08-Jul-2025,0b0236e180a0cf58,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180a0cf58"" target=""_blank"">Details</a>"
Chlorophacinone,223-003-0,3691-35-8,Opinion Adopted,Spain,Active substance in Plant Protection Products Active substance in Biocidal Products,08-Jul-2025,0b0236e1877c7994,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1877c7994"" target=""_blank"">Details</a>"
"Benzophenone-3,3':4,4'-tetracarboxylic dianhydride",219-348-1,2421-28-5,Submitted,Germany,Chemical registered under REACH,08-Jul-2025,0b0236e180a11456,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180a11456"" target=""_blank"">Details</a>"
"Amines, coco alkyl",262-977-1,61788-46-3,Opinion Adopted,Germany,Chemical registered under REACH,08-Jul-2025,0b0236e180a12a0b,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180a12a0b"" target=""_blank"">Details</a>"
"A mixture of: bis(2,2,6,6-tetramethyl-1-octyloxypiperidin-4-yl)-1,10-decanedioate; 1,8-bis[(2,2,6,6-tetramethyl-4-((2,2,6,6-tetramethyl-1-octyloxypiperidin-4-yl)-decan-1,10-dioyl)piperidin-1-yl)oxy]octane  TINUVIN 123",406-750-9,129757-67-1,Opinion Adopted,Germany,Chemical registered under REACH,08-Jul-2025,0b0236e1879a4c15,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1879a4c15"" target=""_blank"">Details</a>"
"5,5'-sulfonyldi(2-benzofuran-1,3-dione)",807-101-6,2540-99-0,Submitted,Germany,Chemical registered under REACH,08-Jul-2025,0b0236e180a0b45b,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180a0b45b"" target=""_blank"">Details</a>"
4-tert-butylbenzoic acid,202-696-3,98-73-7,Opinion Adopted,Germany,Chemical registered under REACH,08-Jul-2025,0b0236e180a0c9e8,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180a0c9e8"" target=""_blank"">Details</a>"
"4-Hexenoic acid, 6-(1,3-dihydro-4-hydroxy-6-methoxy-7-methyl-3-oxo-5-isobenzofuranyl)-4-methyl-, (4E)-, compd. with N,N-diethylethanamine (1:1)",613-922-9,66341-85-3,Withdrawn,Sweden,Chemical registered under REACH,08-Jul-2025,0b0236e1877c7976,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1877c7976"" target=""_blank"">Details</a>"
"4,4'-oxydiphthalic anhydride  ODPA",412-830-4,1823-59-2,Submitted,Germany,Chemical registered under REACH,08-Jul-2025,0b0236e1877c7688,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1877c7688"" target=""_blank"">Details</a>"
"4,4'-biphthalic dianhydride",219-342-9,2420-87-3,Submitted,Germany,Chemical registered under REACH,08-Jul-2025,0b0236e180a0ae26,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180a0ae26"" target=""_blank"">Details</a>"
"2,2-bis(chloromethyl)trimethylene bis(bis(2-chloroethyl)phosphate)",253-760-2,38051-10-4,Withdrawn,Ireland,Chemical registered under REACH,08-Jul-2025,0b0236e180a0df89,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180a0df89"" target=""_blank"">Details</a>"
(Z)-hexadec-11-enyl acetate,251-791-6,34010-21-4,Withdrawn,Austria,Active substance in Plant Protection Products,08-Jul-2025,0b0236e180a0ad36,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180a0ad36"" target=""_blank"">Details</a>"
Tris[2-chloro-1-(chloromethyl)ethyl] phosphate,237-159-2,13674-87-8,Opinion Adopted,Ireland,Chemical registered under REACH,07-Jul-2025,0b0236e180a10b51,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180a10b51"" target=""_blank"">Details</a>"
Tricalcium diphosphide,215-142-0,1305-99-3,Opinion Adopted,Germany,Active substance in Plant Protection Products,07-Jul-2025,0b0236e180a0fecc,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180a0fecc"" target=""_blank"">Details</a>"
Sulcotrione,619-394-6,99105-77-8,Opinion Adopted,Germany,Active substance in Plant Protection Products,07-Jul-2025,0b0236e189ef7cf6,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e189ef7cf6"" target=""_blank"">Details</a>"
Sodium fluoride,231-667-8,7681-49-4,Submitted,France,Chemical registered under REACH,07-Jul-2025,0b0236e184f70c9f,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e184f70c9f"" target=""_blank"">Details</a>"
Plant oils / Spear mint oil,616-927-4,8008-79-5,Consultation,Sweden,Chemical registered under REACH Active substance in Plant Protection Products,07-Jul-2025,0b0236e18afde778,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18afde778"" target=""_blank"">Details</a>"
"penthiopyrad (ISO); (RS)-N-[2-(1,3-dimethylbutyl)-3-thienyl]-1-methyl-3-(trifluoromethyl)pyrazole-4-carboxamide",606-001-8,183675-82-3,Withdrawn,Sweden,Active substance in Plant Protection Products,07-Jul-2025,0b0236e18062e290,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18062e290"" target=""_blank"">Details</a>"
"N,N'-methylenebismorpholine",227-062-3,5625-90-1,Opinion Adopted,Austria,Active substance in Biocidal Products,07-Jul-2025,0b0236e18ade57c7,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18ade57c7"" target=""_blank"">Details</a>"
"N,N'-(methylenedi-p-phenylene)bis(aziridine-1-carboxamide)",231-034-6,7417-99-4,Intention,Ireland,Chemical registered under REACH,07-Jul-2025,0b0236e18801ba94,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18801ba94"" target=""_blank"">Details</a>"
"L-p-mentha-1(6),8-dien-2-one",229-352-5,6485-40-1,Consultation,Sweden,Chemical registered under REACH Active substance in Plant Protection Products,07-Jul-2025,0b0236e180a0fc0f,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180a0fc0f"" target=""_blank"">Details</a>"
Fuberidazole,223-404-0,3878-19-1,Opinion Adopted,United Kingdom,Active substance in Plant Protection Products,07-Jul-2025,0b0236e180d45809,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180d45809"" target=""_blank"">Details</a>"
Diammonium decaborate,234-521-1,12007-89-5,Withdrawn,Sweden,Chemical registered under REACH,07-Jul-2025,0b0236e180a0c493,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180a0c493"" target=""_blank"">Details</a>"
Ammonium pentadecafluorooctanoate,223-320-4,3825-26-1,Opinion Adopted,Norway,Chemical registered under REACH,07-Jul-2025,0b0236e180a13862,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180a13862"" target=""_blank"">Details</a>"
"acequinocyl (ISO) 3-dodecyl-1,4-dioxo-1,4-dihydronaphthalen-2-yl acetate",611-595-7,57960-19-7,Opinion Adopted,Netherlands,Active substance in Plant Protection Products,07-Jul-2025,0b0236e180a0a9b6,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180a0a9b6"" target=""_blank"">Details</a>"
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecan-1-ol",211-648-0,678-39-7,Withdrawn,Norway,Chemical registered under REACH,07-Jul-2025,0b0236e180d44f7b,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180d44f7b"" target=""_blank"">Details</a>"
"α-cyano-4-fluoro-3-phenoxybenzyl 3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate",269-855-7,68359-37-5,Opinion Adopted,Germany,Active substance in Biocidal Products,04-Jul-2025,0b0236e180a0d23b,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180a0d23b"" target=""_blank"">Details</a>"
Trisodium hexafluoroaluminate,239-148-8,15096-52-3,Opinion Adopted,Germany,Chemical registered under REACH,04-Jul-2025,0b0236e180a0ac51,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180a0ac51"" target=""_blank"">Details</a>"
Tris(2-chloro-1-methylethyl) phosphate,237-158-7,13674-84-5,Withdrawn,Ireland,Chemical registered under REACH,04-Jul-2025,0b0236e18ad184e6,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18ad184e6"" target=""_blank"">Details</a>"
Tebufenpyrad,601-585-0,119168-77-3,Submitted,France,Active substance in Plant Protection Products,04-Jul-2025,0b0236e180a123b7,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180a123b7"" target=""_blank"">Details</a>"
sulfoxaflor (ISO); [methyl(oxo){1-[6-(trifluoromethyl)-3-pyridyl]ethyl}-λ6-sulfanylidene]cyanamide,807-366-8,946578-00-3,Opinion Adopted,Ireland,Active substance in Plant Protection Products,04-Jul-2025,0b0236e1895b28d9,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1895b28d9"" target=""_blank"">Details</a>"
strontium neodecanoate; strontium di(acetate); strontium tartrate; strontium oxalate; strontium chloride; strontium nitrate; strontium fluoride; strontium sulphate; strontium carbonate; strontium hydrogen phosphate; strontium hydroxide; strontium bis{5-[bis(carboxymethyl)amino]-3-(carboxymethyl)-4-cyanothiophene-2-carboxylate},-,-,Opinion Development,,Chemical registered under REACH,04-Jul-2025,0b0236e1806c8f48,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1806c8f48"" target=""_blank"">Details</a>"
Silver zinc zeolite,603-404-0,130328-20-0,Opinion Adopted,Sweden,Active substance in Biocidal Products,04-Jul-2025,0b0236e18272dbc8,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18272dbc8"" target=""_blank"">Details</a>"
Propyl [3-(dimethylamino)propyl]carbamate monohydrochloride,247-125-9,25606-41-1,Opinion Development,Portugal,Active substance in Plant Protection Products,04-Jul-2025,0b0236e18b86447b,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b86447b"" target=""_blank"">Details</a>"
"pendimethalin (ISO); N-(1-ethylpropyl)-2,6-dinitro-3,4-xylidene",254-938-2,40487-42-1,Submitted,Sweden,Active substance in Plant Protection Products,04-Jul-2025,0b0236e183f5d3ea,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e183f5d3ea"" target=""_blank"">Details</a>"
"Nonylphenol, branched and linear, ethoxylated (with 704 g/mol ≤ average molecular weight < 1540 g/mol)",-,-,Opinion Adopted,Netherlands,Chemical registered under REACH,04-Jul-2025,0b0236e180a99e05,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180a99e05"" target=""_blank"">Details</a>"
Nickel sulphide,240-841-2,16812-54-7,Opinion Adopted,MIDU,Chemical registered under REACH,04-Jul-2025,0b0236e1887d0f82,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1887d0f82"" target=""_blank"">Details</a>"
Methyl isothiocyanate,209-132-5,556-61-6,Opinion Development,Belgium,Chemical registered under REACH Active substance in Plant Protection Products,04-Jul-2025,0b0236e186a47938,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e186a47938"" target=""_blank"">Details</a>"
Hydrogen peroxide,231-765-0,7722-84-1,Opinion Development,Finland,Chemical registered under REACH Active substance in Biocidal Products,04-Jul-2025,0b0236e188512e18,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e188512e18"" target=""_blank"">Details</a>"
Flonicamid (IKI-220),605-127-0,158062-67-0,Opinion Development,Finland,Active substance in Plant Protection Products,04-Jul-2025,0b0236e1852d3d63,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1852d3d63"" target=""_blank"">Details</a>"
Ethanol,200-578-6,64-17-5,Intention,Greece,Chemical registered under REACH Active substance in Biocidal Products,04-Jul-2025,0b0236e188915011,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e188915011"" target=""_blank"">Details</a>"
Dodine,219-459-5,2439-10-3,Opinion Development,Spain,Active substance in Plant Protection Products,04-Jul-2025,0b0236e180a0b374,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180a0b374"" target=""_blank"">Details</a>"
"Diphenyl(2,4,6-trimethylbenzoyl)phosphine oxide",278-355-8,75980-60-8,Opinion Adopted,Germany,Chemical registered under REACH,04-Jul-2025,0b0236e182c8e65d,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e182c8e65d"" target=""_blank"">Details</a>"
dibutyltin di(acetate) [1]; dibutyltin bis(2-ethylhexanoate) [2]  show/hide  Dibutyltin bis(2-ethylhexanoate)  EC / List no: 220-481-2  | CAS no: 2781-10-4  Dibutyltin di(acetate)  EC / List no: 213-928-8  | CAS no: 1067-33-0,-,-,Withdrawn,Norway,Chemical registered under REACH Active substance in Biocidal Products,04-Jul-2025,0b0236e18a8f847f,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a8f847f"" target=""_blank"">Details</a>"
Decan-1-ol,203-956-9,112-30-1,Submitted,Poland,Chemical registered under REACH Active substance in Plant Protection Products,04-Jul-2025,0b0236e18066f464,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18066f464"" target=""_blank"">Details</a>"
Cyanamide,206-992-3,420-04-2,Opinion Adopted,Germany,Chemical registered under REACH Active substance in Plant Protection Products Active substance in Biocidal Products,04-Jul-2025,0b0236e180a13cd2,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180a13cd2"" target=""_blank"">Details</a>"
cis-tricos-9-ene,248-505-7,27519-02-4,Opinion Adopted,Austria,Active substance in Biocidal Products,04-Jul-2025,0b0236e18a6138c3,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a6138c3"" target=""_blank"">Details</a>"
Chlorophacinone,223-003-0,3691-35-8,Opinion Development,Spain,Active substance in Biocidal Products,04-Jul-2025,0b0236e1897ebf06,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1897ebf06"" target=""_blank"">Details</a>"
8-methyldecan-2-yl propionate,987-135-7,81931-28-4,Opinion Development,Austria,Active substance in Plant Protection Products,04-Jul-2025,0b0236e1829adb3e,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1829adb3e"" target=""_blank"">Details</a>"
"6-(3-pentapropenyl-2,5-dioxopyrrolidin-1-yl)hexanoic acid",800-767-9,1424148-94-6,Withdrawn,Austria,Chemical registered under REACH,04-Jul-2025,0b0236e18895ce92,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18895ce92"" target=""_blank"">Details</a>"
4-hydroxy-4-methylpentan-2-one,204-626-7,123-42-2,Opinion Development,France,Chemical registered under REACH,04-Jul-2025,0b0236e180a0a614,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180a0a614"" target=""_blank"">Details</a>"
"3-[3-(4'-bromo[1,1'-biphenyl]-4-yl)-1,2,3,4-tetrahydronaphth-1-yl]-4-hydroxy-2H-1-benzothiopyran-2-one",600-594-7,104653-34-1,Opinion Adopted,Norway,Active substance in Biocidal Products,04-Jul-2025,0b0236e180a0a549,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180a0a549"" target=""_blank"">Details</a>"
"3-(3-biphenyl-4-yl-1,2,3,4-tetrahydro-1-naphthyl)-4-hydroxycoumarin",259-978-4,56073-07-5,Opinion Adopted,Finland,Active substance in Plant Protection Products Active substance in Biocidal Products,04-Jul-2025,0b0236e180639931,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180639931"" target=""_blank"">Details</a>"
"3,7-dimethylocta-2,6-dienenitrile",225-918-0,5146-66-7,Opinion Adopted,Germany,Chemical registered under REACH,04-Jul-2025,0b0236e180a0b2a5,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180a0b2a5"" target=""_blank"">Details</a>"
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecan-1-ol",211-648-0,678-39-7,Opinion Adopted,Norway,Chemical registered under REACH,04-Jul-2025,0b0236e180736e14,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180736e14"" target=""_blank"">Details</a>"
"3,3'-dicyclohexyl-1,1'-methylenebis(4,1-phenylene)diurea  MDI/CHA",406-370-3,58890-25-8,Opinion Adopted,Germany,Chemical registered under REACH,04-Jul-2025,0b0236e18803080e,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18803080e"" target=""_blank"">Details</a>"
"1-methylheptyl [(4-amino-3,5-dichloro-6-fluoropyridin-2-yl)oxy]acetate",279-752-9,81406-37-3,Opinion Development,Sweden,Active substance in Plant Protection Products,04-Jul-2025,0b0236e180a0cad0,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180a0cad0"" target=""_blank"">Details</a>"
1-ethylpyrrolidin-2-one,220-250-6,2687-91-4,Opinion Adopted,France,Chemical registered under REACH,04-Jul-2025,0b0236e189d3861f,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e189d3861f"" target=""_blank"">Details</a>"
"Perhydro-1,3,5-trinitro-1,3,5-triazine",204-500-1,121-82-4,Withdrawn,Hungary,Chemical registered under REACH,01-Jul-2025,0b0236e189d3ac38,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e189d3ac38"" target=""_blank"">Details</a>"
"Octahydro-1,3,5,7-tetranitro-1,3,5,7-tetrazocine",220-260-0,2691-41-0,Withdrawn,Hungary,Chemical registered under REACH,01-Jul-2025,0b0236e18b758a67,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b758a67"" target=""_blank"">Details</a>"
Morpholine,203-815-1,110-91-8,Intention,France,Chemical registered under REACH,01-Jul-2025,0b0236e189817f42,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e189817f42"" target=""_blank"">Details</a>"
Tris[2-[2-(2-methoxyethoxy)ethoxy]ethyl] orthoborate,250-418-4,30989-05-0,Intention,Netherlands,Chemical registered under REACH,30-Jun-2025,0b0236e186bb7de6,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e186bb7de6"" target=""_blank"">Details</a>"
tert-butyl hydroperoxide,200-915-7,75-91-2,Intention,Netherlands,Chemical registered under REACH,30-Jun-2025,0b0236e189f32877,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e189f32877"" target=""_blank"">Details</a>"
"Reaction products of boric acid with 2-propylheptan-1-ol (1:3); 2,2'-methyliminodiethanol and its reaction products with boric acid (1:1.5)",-,-,Intention,Netherlands,Chemical registered under REACH,30-Jun-2025,0b0236e18bdee835,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18bdee835"" target=""_blank"">Details</a>"
Potassium chlorate,223-289-7,3811-04-9,Intention,Austria,Chemical registered under REACH,30-Jun-2025,0b0236e1877c74cf,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1877c74cf"" target=""_blank"">Details</a>"
"Ethylene bis[1,3-dihydro-1,3-dioxoisobenzofuran-5-carboxylate]",217-062-1,1732-96-3,Intention,Germany,Chemical registered under REACH,30-Jun-2025,0b0236e186f70481,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e186f70481"" target=""_blank"">Details</a>"
"Ethane-1,2-diol",203-473-3,107-21-1,Intention,Netherlands,Chemical registered under REACH,30-Jun-2025,0b0236e18b59add8,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b59add8"" target=""_blank"">Details</a>"
Dimethylsilanediol,213-915-7,1066-42-8,Intention,Norway,Other substance,30-Jun-2025,0b0236e189bf3dbf,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e189bf3dbf"" target=""_blank"">Details</a>"
Dichloro(dimethyl)silane,200-901-0,75-78-5,Intention,Sweden,Chemical registered under REACH,30-Jun-2025,0b0236e1841c71ce,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1841c71ce"" target=""_blank"">Details</a>"
cobalt bis(2-ethylhexanoate); cobalt hydroxide oxide; cobalt dihydroxide; cobalt oxide; cobalt(II) 4-oxopent-2-en-2-olate; cobalt trihydroxide; cobalt sulphide;cobalt(2+) propionate,-,-,Intention,Netherlands,Chemical registered under REACH,30-Jun-2025,0b0236e186bb926d,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e186bb926d"" target=""_blank"">Details</a>"
"1,3-dimethylimidazolidin-2-one",201-304-8,80-73-9,Intention,Netherlands,Chemical registered under REACH,30-Jun-2025,0b0236e18a2fdbc9,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a2fdbc9"" target=""_blank"">Details</a>"
Propyl 4-hydroxybenzoate,202-307-7,94-13-3,Consultation,Belgium,Chemical registered under REACH,26-Jun-2025,0b0236e189b37e29,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e189b37e29"" target=""_blank"">Details</a>"
Sulphamidic acid,226-218-8,5329-14-6,Withdrawn,Austria,Chemical registered under REACH,25-Jun-2025,0b0236e186f854a5,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e186f854a5"" target=""_blank"">Details</a>"
Styrene,202-851-5,100-42-5,Intention,Netherlands,Chemical registered under REACH,25-Jun-2025,0b0236e185cca226,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e185cca226"" target=""_blank"">Details</a>"
"S-benzyl N,N-dipropylthiocarbamate  PROSULFOCARB",401-730-6,52888-80-9,Submitted,Portugal,Active substance in Plant Protection Products,25-Jun-2025,0b0236e1835f607a,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1835f607a"" target=""_blank"">Details</a>"
"Reaction mass of (3S,3aR,4S,4aR,7R,9aR,9bR,12S)-12-hydroxy-3-methyl-6-methylene 2-oxoperhydro-4a,7-methano-3,9b-propanoazuleno[1,2-b]furan-4-carboxylic acid and (3S,3aR,4S,4aR,7R,9aR,9bR,12S)-12-hydroxy-3-methyl-6-methylene-2-oxoperhydro-4a,7-methano-9b,3-propenoazuleno[1,2-b]furan-4-carboxylic acid; [gibberellins GA4A7]",617-049-4,8030-53-3,Submitted,Slovenia,Active substance in Plant Protection Products,25-Jun-2025,0b0236e18b6ac263,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b6ac263"" target=""_blank"">Details</a>"
